Strain,Temperature,TraitValue,Trait,TemperatureUnits,TraitUnits,Phylum,Class,Order,Family,Genus,Species
40_RT_06,35,0.282260462,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.396883083,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,10,0.110312933,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,10,0.102057829,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,10,0.10887183,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.195147192,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.244757589,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.329023131,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,15,0.274462295,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.365820393,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.401173911,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.315314254,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,19,0.321033039,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.43055735,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.426810973,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.402883262,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,21,0.296972328,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.781537413,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.703656629,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.690846603,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,25,0.577482649,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.632780877,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.851262438,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.758055529,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,30,0.634572272,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.456146552,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.573802093,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.514340205,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
40_RT_06,35,0.456254512,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
50_50_01,35,0.109670657,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.15144441,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.143867575,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.072426316,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.08661124,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.137328367,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.118415546,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.200236101,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.179868722,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.249498356,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.162229016,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.147615453,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.269758216,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.272315344,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.299958949,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.232917956,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.161999675,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.21771633,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.256922489,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.210702174,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.177254611,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.156497497,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.203411427,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.200380587,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.219079914,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.179293115,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.147830072,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,35,0.165297567,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.237427819,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.283625965,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.207907407,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,40,0.235056735,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.378677257,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.241935261,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.295646645,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,45,0.253829491,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.568097587,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.526015275,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.410764078,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,50,0.430332157,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.593621932,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.641103678,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.697588045,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,55,0.785410625,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.556926173,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.617646929,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.742181912,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_01,60,0.749289554,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,stabekisii
50_50_02,35,0.04297312,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.0544366,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.066127423,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.043889369,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.120812213,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.098519987,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.08299532,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.079214529,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.114021038,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.16042567,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.181139076,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.256998459,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.317171619,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.303842664,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.205541021,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.273749426,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.334639633,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.401947892,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.23882003,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.269886481,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.182907741,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.163289545,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.274003636,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.156545252,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.327310666,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.142469449,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.110750115,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,35,0.092336567,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.186217178,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.169163493,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.194465811,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,40,0.25014501,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.397176208,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.302608609,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.310453193,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,45,0.212011153,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.506222052,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.586677312,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.654928181,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,50,0.340473348,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.984319355,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.770732638,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.643282583,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,55,0.513699495,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.661098334,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.786091594,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.936441409,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_02,60,0.985004539,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,tepidamans
50_50_03,35,-0.006087914,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.006420181,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.022671891,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.023421337,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.016044252,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.021644343,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.032459624,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.018508413,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.037524521,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.033542519,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.076351388,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.087872815,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,50,0.120735147,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,50,0.153546654,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,50,0.09318727,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,50,0.097220915,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,55,0.158366128,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,55,0.201001742,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,55,0.139267193,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,55,0.105513463,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,60,0.138895518,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,60,0.118007064,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,60,0.179257382,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,60,0.204446394,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.103024815,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.130108292,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.082110682,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,35,0.086281252,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.145100485,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.114274255,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.116909689,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,40,0.235631488,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.20519451,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.204847976,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.217526724,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,45,0.261986441,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
50_50_03,50,0.445307862,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,thermoruber
